T	PID	COMM	SADDR	DADDR	SPORT	DPORT	ATTACK	Tiempo
A	2924	TCP	192.168.2.110	67.220.214.50	1072	80	0	2750.18089
X	2923	TCP	192.168.2.110	67.220.214.50	1071	80	0	2750.286511
X	2915	TCP	192.168.4.120	68,142,205,137	2618	80	0	2750.695836
A	2925	TCP	192.168.2.110	67.220.214.50	1073	80	0	2750.778453
X	2924	TCP	192.168.2.110	67.220.214.50	1072	80	0	2750.880834
A	2926	TCP	192.168.2.110	67.220.214.50	1074	80	0	2750.990611
X	2925	TCP	192.168.2.110	67.220.214.50	1073	80	0	2751.123383
A	2927	TCP	192.168.2.110	67.220.214.50	1075	80	0	2751.234736
X	2926	TCP	192.168.2.110	67.220.214.50	1074	80	0	2751.337529
A	2928	TCP	192.168.2.110	67.220.214.50	1076	80	0	2751.45451
A	2929	TCP	192.168.4.120	68,142,205,137	2620	80	0	2751.57181
X	2927	TCP	192.168.2.110	67.220.214.50	1075	80	0	2751.584965
X	2333	TCP	192.168.2.110	64.87.26.194	4484	80	0	2751.824496
A	2930	TCP	192.168.2.110	67.220.214.50	1077	80	0	2752.125573
X	2928	TCP	192.168.2.110	67.220.214.50	1076	80	0	2752.22723
A	2931	TCP	192.168.2.110	67.220.214.50	1078	80	0	2752.337742
X	2930	TCP	192.168.2.110	67.220.214.50	1077	80	0	2752.439849
X	2929	TCP	192.168.4.120	68,142,205,137	2620	80	0	2752.454589
A	2932	TCP	192.168.4.120	68,142,205,139	2621	80	0	2752.463616
A	2933	TCP	192.168.2.110	67.220.214.50	1079	80	0	2752.55217
X	2931	TCP	192.168.2.110	67.220.214.50	1078	80	0	2752.657008
A	2934	TCP	192.168.4.120	68,142,205,137	2622	80	0	2752.681169
A	2935	TCP	192.168.2.110	67.220.214.50	1080	80	0	2752.810301
X	2933	TCP	192.168.2.110	67.220.214.50	1079	80	0	2752.977104
X	2934	TCP	192.168.4.120	68,142,205,137	2622	80	0	2753.180519
A	2936	TCP	192.168.2.110	67.220.214.50	1081	80	0	2753.525133
X	2935	TCP	192.168.2.110	67.220.214.50	1080	80	0	2753.652132
A	2937	TCP	192.168.2.110	67.220.214.50	1082	80	0	2753.761744
A	2938	TCP	192.168.4.120	68,142,205,137	2623	80	0	2753.837345
X	2936	TCP	192.168.2.110	67.220.214.50	1081	80	0	2753.899475
A	2939	TCP	192.168.2.110	67.220.214.50	1083	80	0	2754.014501
X	2937	TCP	192.168.2.110	67.220.214.50	1082	80	0	2754.123584
A	2940	TCP	192.168.2.110	67.220.214.50	1084	80	0	2754.238058
X	2939	TCP	192.168.2.110	67.220.214.50	1083	80	0	2754.352711
X	2938	TCP	192.168.4.120	68,142,205,137	2623	80	0	2754.66799
A	2941	TCP	192.168.2.110	67.220.214.50	1085	80	0	2754.864355
X	2940	TCP	192.168.2.110	67.220.214.50	1084	80	0	2754.979548
A	2942	TCP	192.168.4.120	207.210.64.84	2624	80	0	2755.103046
A	2943	TCP	192.168.2.110	67.220.214.50	1086	80	0	2755.172969
X	2941	TCP	192.168.2.110	67.220.214.50	1085	80	0	2755.323088
A	2944	TCP	192.168.2.110	67.220.214.50	1087	80	0	2755.43659
X	2943	TCP	192.168.2.110	67.220.214.50	1086	80	0	2755.581402
X	2932	TCP	192.168.4.120	68,142,205,139	2621	80	0	2755.661296
A	2945	TCP	192.168.2.110	67.220.214.50	1088	80	0	2755.691573
X	2944	TCP	192.168.2.110	67.220.214.50	1087	80	0	2755.797757
A	2946	TCP	192.168.4.120	209.80.46.41	2625	80	0	2755.993644
A	2947	TCP	192.168.2.110	67.220.214.50	1089	80	0	2756.297976
X	2945	TCP	192.168.2.110	67.220.214.50	1088	80	0	2756.398098
A	2948	TCP	192.168.2.110	67.220.214.50	1090	80	0	2756.514887
X	2919	TCP	192.168.4.120	192.168.5.122	2619	80	0	2756.545376
A	2949	TCP	192.168.4.120	192.168.5.122	2626	80	0	2756.545063
X	2947	TCP	192.168.2.110	67.220.214.50	1089	80	0	2756.618153
X	2946	TCP	192.168.4.120	209.80.46.41	2625	80	0	2756.685166
A	2950	TCP	192.168.2.110	67.220.214.50	1091	80	0	2756.731404
X	2948	TCP	192.168.2.110	67.220.214.50	1090	80	0	2756.834321
A	2951	TCP	192.168.2.110	67.220.214.50	1092	80	0	2756.945106
X	2950	TCP	192.168.2.110	67.220.214.50	1091	80	0	2757.089225
A	2952	TCP	192.168.2.110	67.220.214.50	1093	80	0	2757.572607
X	2951	TCP	192.168.2.110	67.220.214.50	1092	80	0	2757.677237
A	2953	TCP	192.168.2.110	67.220.214.50	1094	80	0	2757.787708
X	2952	TCP	192.168.2.110	67.220.214.50	1093	80	0	2757.888154
A	2954	TCP	192.168.2.110	67.220.214.50	1095	80	0	2758.000224
A	2955	TCP	192.168.4.120	66.211.169.65	2627	443	0	2758.060913
X	2953	TCP	192.168.2.110	67.220.214.50	1094	80	0	2758.10302
A	2956	TCP	192.168.2.110	67.220.214.50	1096	80	0	2758.214539
X	2954	TCP	192.168.2.110	67.220.214.50	1095	80	0	2758.31813
A	2957	TCP	192.168.2.110	67.220.214.50	1097	80	0	2759.328264
A	2958	TCP	192.168.4.121	65.54.81.62	51351	80	0	2759.366595
X	2956	TCP	192.168.2.110	67.220.214.50	1096	80	0	2759.43019199999
A	2959	TCP	192.168.2.110	67.220.214.50	1098	80	0	2759.541228
X	2957	TCP	192.168.2.110	67.220.214.50	1097	80	0	2759.644045
A	2960	TCP	192.168.2.110	67.220.214.50	1099	80	0	2759.756488
X	2959	TCP	192.168.2.110	67.220.214.50	1098	80	0	2759.857895
A	2961	TCP	192.168.2.110	67.220.214.50	1100	80	0	2759.9692
X	2960	TCP	192.168.2.110	67.220.214.50	1099	80	0	2760.071762
A	2962	TCP	192.168.2.110	67.220.214.50	1101	80	0	2760.55361
X	2961	TCP	192.168.2.110	67.220.214.50	1100	80	0	2760.654405
A	2963	TCP	192.168.2.110	67.220.214.50	1102	80	0	2760.764533
X	2962	TCP	192.168.2.110	67.220.214.50	1101	80	0	2760.867507
A	2964	TCP	192.168.1.101	67.212.184.66	4273	80	0	2760.878811
A	2965	TCP	192.168.1.101	205.178.187.13	4274	80	0	2760.950782
A	2966	TCP	192.168.2.110	67.220.214.50	1103	80	0	2760.979352
A	2967	TCP	192.168.1.101	205.178.187.11	4275	80	0	2761.063098
X	2963	TCP	192.168.2.110	67.220.214.50	1102	80	0	2761.082124
A	2968	TCP	192.168.2.110	67.220.214.50	1104	80	0	2761.203172
X	2966	TCP	192.168.2.110	67.220.214.50	1103	80	0	2761.323804
A	2969	TCP	192.168.2.110	67.220.214.50	1105	80	0	2761.884385
X	2968	TCP	192.168.2.110	67.220.214.50	1104	80	0	2761.986534
A	2970	TCP	192.168.2.110	67.220.214.50	1106	80	0	2762.097085
X	2969	TCP	192.168.2.110	67.220.214.50	1105	80	0	2762.199431
A	2971	TCP	192.168.2.110	67.220.214.50	1107	80	0	2762.311778
X	2970	TCP	192.168.2.110	67.220.214.50	1106	80	0	2762.414297
A	2972	TCP	192.168.2.110	67.220.214.50	1108	80	0	2762.52712
X	2971	TCP	192.168.2.110	67.220.214.50	1107	80	0	2762.627908
A	2973	TCP	192.168.2.110	67.220.214.50	1109	80	0	2763.104904
X	2972	TCP	192.168.2.110	67.220.214.50	1108	80	0	2763.20678
A	2974	TCP	192.168.2.110	67.220.214.50	1110	80	0	2763.317299
X	2973	TCP	192.168.2.110	67.220.214.50	1109	80	0	2763.419654
A	2975	TCP	192.168.2.110	67.220.214.50	1111	80	0	2763.532026
X	2974	TCP	192.168.2.110	67.220.214.50	1110	80	0	2763.635508
A	2976	TCP	192.168.2.110	67.220.214.50	1112	80	0	2763.745636
X	2975	TCP	192.168.2.110	67.220.214.50	1111	80	0	2763.848373
A	2977	TCP	192.168.2.110	67.220.214.50	1113	80	0	2764.328762
X	2976	TCP	192.168.2.110	67.220.214.50	1112	80	0	2764.428775
X	2897	TCP	192.168.4.121	65.54.81.42	51350	80	0	2764.438029
A	2978	TCP	192.168.2.110	67.220.214.50	1114	80	0	2764.539904
X	2977	TCP	192.168.2.110	67.220.214.50	1113	80	0	2764.642888
A	2979	TCP	192.168.2.110	67.220.214.50	1115	80	0	2764.755098
X	2978	TCP	192.168.2.110	67.220.214.50	1114	80	0	2764.856753
A	2980	TCP	192.168.2.110	67.220.214.50	1116	80	0	2764.968807
X	2979	TCP	192.168.2.110	67.220.214.50	1115	80	0	2765.070608
A	2981	TCP	192.168.2.110	67.220.214.50	1117	80	0	2765.548312
X	2980	TCP	192.168.2.110	67.220.214.50	1116	80	0	2765.650251
A	2982	TCP	192.168.2.110	67.220.214.50	1118	80	0	2765.760585
X	2981	TCP	192.168.2.110	67.220.214.50	1117	80	0	2765.8631
A	2983	TCP	192.168.2.110	67.220.214.50	1119	80	0	2765.975213
X	2982	TCP	192.168.2.110	67.220.214.50	1118	80	0	2766.077965
A	2984	TCP	192.168.2.110	67.220.214.50	1120	80	0	2766.188986
X	2983	TCP	192.168.2.110	67.220.214.50	1119	80	0	2766.291829
A	2985	TCP	192.168.2.110	67.220.214.50	1121	80	0	2766.77252
X	2984	TCP	192.168.2.110	67.220.214.50	1120	80	0	2766.873465
A	2986	TCP	192.168.2.110	67.220.214.50	1122	80	0	2766.983026
X	2985	TCP	192.168.2.110	67.220.214.50	1121	80	0	2767.086333
X	2335	TCP	192.168.4.119	174,143,161,196	4569	80	0	2767.196455
A	2987	TCP	192.168.2.110	67.220.214.50	1123	80	0	2767.198154
X	2986	TCP	192.168.2.110	67.220.214.50	1122	80	0	2767.300207
A	2988	TCP	192.168.2.110	67.220.214.50	1124	80	0	2767.411471
X	2987	TCP	192.168.2.110	67.220.214.50	1123	80	0	2767.513808
A	2989	TCP	192.168.2.110	67.220.214.50	1125	80	0	2767.993018
X	2988	TCP	192.168.2.110	67.220.214.50	1124	80	0	2768.095457
A	2990	TCP	192.168.2.110	67.220.214.50	1126	80	0	2768.207167
X	2989	TCP	192.168.2.110	67.220.214.50	1125	80	0	2768.307325
A	2991	TCP	192.168.2.110	67.220.214.50	1127	80	0	2768.420443
X	2990	TCP	192.168.2.110	67.220.214.50	1126	80	0	2768.522185
A	2992	TCP	192.168.2.110	67.220.214.50	1128	80	0	2768.633551
X	2991	TCP	192.168.2.110	67.220.214.50	1127	80	0	2768.736302
A	2993	TCP	192.168.2.110	67.220.214.50	1129	80	0	2769.212726
X	2992	TCP	192.168.2.110	67.220.214.50	1128	80	0	2769.314673
A	2994	TCP	192.168.2.110	67.220.214.50	1130	80	0	2769.425446
X	2993	TCP	192.168.2.110	67.220.214.50	1129	80	0	2769.527536
A	2995	TCP	192.168.2.110	67.220.214.50	1131	80	0	2769.640213
X	2994	TCP	192.168.2.110	67.220.214.50	1130	80	0	2769.742402
A	2996	TCP	192.168.2.110	67.220.214.50	1132	80	0	2769.855081
X	2995	TCP	192.168.2.110	67.220.214.50	1131	80	0	2769.958527
A	2997	TCP	192.168.2.110	67.220.214.50	1133	80	0	2770.436555
X	2996	TCP	192.168.2.110	67.220.214.50	1132	80	0	2770.536913
A	2998	TCP	192.168.2.110	67.220.214.50	1134	80	0	2770.647531
X	2997	TCP	192.168.2.110	67.220.214.50	1133	80	0	2770.74979
A	2999	TCP	192.168.2.110	67.220.214.50	1135	80	0	2770.862135
X	2998	TCP	192.168.2.110	67.220.214.50	1134	80	0	2770.964671
A	3000	TCP	192.168.2.110	67.220.214.50	1136	80	0	2771.074677
X	2999	TCP	192.168.2.110	67.220.214.50	1135	80	0	2771.177508
A	3001	TCP	192.168.2.110	67.220.214.50	1137	80	0	2771.657467
X	3000	TCP	192.168.2.110	67.220.214.50	1136	80	0	2771.760128
A	3002	TCP	192.168.2.110	67.220.214.50	1138	80	0	2771.869729
X	3001	TCP	192.168.2.110	67.220.214.50	1137	80	0	2771.972241
A	3003	TCP	192.168.2.110	67.220.214.50	1139	80	0	2772.085237
X	3002	TCP	192.168.2.110	67.220.214.50	1138	80	0	2772.187868
A	3004	TCP	192.168.2.110	67.220.214.50	1140	80	0	2772.299835
X	3003	TCP	192.168.2.110	67.220.214.50	1139	80	0	2772.399737
X	2967	TCP	192.168.1.101	205.178.187.11	4275	80	0	2772.470442
A	3005	TCP	192.168.4.120	207.210.64.84	2628	80	0	2772.852198
A	3006	TCP	192.168.2.110	67.220.214.50	1141	80	0	2772.877684
X	2910	TCP	192.168.4.120	207.210.64.84	2617	80	0	2772.891421
X	2942	TCP	192.168.4.120	207.210.64.84	2624	80	0	2772.894423
X	3004	TCP	192.168.2.110	67.220.214.50	1140	80	0	2772.979354
A	3007	TCP	192.168.2.110	67.220.214.50	1142	80	0	2773.091645
X	3006	TCP	192.168.2.110	67.220.214.50	1141	80	0	2773.193235
A	3008	TCP	192.168.2.110	67.220.214.50	1143	80	0	2773.323259
X	3007	TCP	192.168.2.110	67.220.214.50	1142	80	0	2773.425579
A	3009	TCP	192.168.2.110	67.220.214.50	1144	80	0	2773.536342
X	3008	TCP	192.168.2.110	67.220.214.50	1143	80	0	2773.638937
A	3010	TCP	192.168.2.110	67.220.214.50	1145	80	0	2774.120414
X	3009	TCP	192.168.2.110	67.220.214.50	1144	80	0	2774.220836
A	3011	TCP	192.168.2.110	67.220.214.50	1146	80	0	2774.330642
A	3012	TCP	192.168.4.121	65.54.81.62	51352	80	0	2774.36636
X	2958	TCP	192.168.4.121	65.54.81.62	51351	80	0	2774.398224
X	3010	TCP	192.168.2.110	67.220.214.50	1145	80	0	2774.433699
A	3013	TCP	192.168.2.110	67.220.214.50	1147	80	0	2774.545783
X	3011	TCP	192.168.2.110	67.220.214.50	1146	80	0	2774.648564
A	3014	TCP	192.168.2.110	67.220.214.50	1148	80	0	2774.759706
X	3013	TCP	192.168.2.110	67.220.214.50	1147	80	0	2774.862182
A	3015	TCP	192.168.2.110	67.220.214.50	1149	80	0	2775.341106
X	2515	TCP	192.168.2.113	63.245.217.40	4603	443	0	2775.386536
X	3014	TCP	192.168.2.110	67.220.214.50	1148	80	0	2775.44382
A	3016	TCP	192.168.2.110	67.220.214.50	1150	80	0	2775.55413
X	3015	TCP	192.168.2.110	67.220.214.50	1149	80	0	2775.656679
A	3017	TCP	192.168.2.110	67.220.214.50	1151	80	0	2775.770089
X	3016	TCP	192.168.2.110	67.220.214.50	1150	80	0	2775.872277
A	3018	TCP	192.168.2.110	67.220.214.50	1152	80	0	2775.983826
X	3017	TCP	192.168.2.110	67.220.214.50	1151	80	0	2776.086157
X	2640	TCP	192.168.1.104	216.109.86.150	15994	80	0	2776.572847
A	3019	TCP	192.168.2.110	67.220.214.50	1153	80	0	2776.573657
X	3018	TCP	192.168.2.110	67.220.214.50	1152	80	0	2776.673785
A	3020	TCP	192.168.2.110	67.220.214.50	1154	80	0	2776.784667
X	3019	TCP	192.168.2.110	67.220.214.50	1153	80	0	2776.886651
A	3021	TCP	192.168.2.110	67.220.214.50	1155	80	0	2776.999251
X	3020	TCP	192.168.2.110	67.220.214.50	1154	80	0	2777.101758
A	3022	TCP	192.168.2.110	67.220.214.50	1156	80	0	2777.211794
X	3021	TCP	192.168.2.110	67.220.214.50	1155	80	0	2777.314367
A	3023	TCP	192.168.2.110	67.220.214.50	1157	80	0	2777.794361
X	3022	TCP	192.168.2.110	67.220.214.50	1156	80	0	2777.896998
A	3024	TCP	192.168.2.110	67.220.214.50	1158	80	0	2778.008413
X	3023	TCP	192.168.2.110	67.220.214.50	1157	80	0	2778.108879
A	3025	TCP	192.168.2.110	67.220.214.50	1159	80	0	2778.221989
X	3024	TCP	192.168.2.110	67.220.214.50	1158	80	0	2778.324728
A	3026	TCP	192.168.2.110	67.220.214.50	1160	80	0	2778.435261
X	3025	TCP	192.168.2.110	67.220.214.50	1159	80	0	2778.537858
A	3027	TCP	192.168.2.110	67.220.214.50	1161	80	0	2779.01705
X	3026	TCP	192.168.2.110	67.220.214.50	1160	80	0	2779.119239
A	3028	TCP	192.168.2.110	67.220.214.50	1162	80	0	2779.231046
X	3027	TCP	192.168.2.110	67.220.214.50	1161	80	0	2779.333341
A	3029	TCP	192.168.2.110	67.220.214.50	1163	80	0	2779.445418
X	3028	TCP	192.168.2.110	67.220.214.50	1162	80	0	2779.548202
A	3030	TCP	192.168.2.110	67.220.214.50	1164	80	0	2779.658339
X	3029	TCP	192.168.2.110	67.220.214.50	1163	80	0	2779.761065
A	3031	TCP	192.168.2.110	67.220.214.50	1165	80	0	2780.24142
X	2660	TCP	192.168.4.120	209.80.46.90	2596	80	0	2780.33717
X	3030	TCP	192.168.2.110	67.220.214.50	1164	80	0	2780.341464
A	3032	TCP	192.168.2.110	67.220.214.50	1166	80	0	2780.452236
X	3031	TCP	192.168.2.110	67.220.214.50	1165	80	0	2780.555332
A	3033	TCP	192.168.2.110	67.220.214.50	1167	80	0	2780.667008
X	3032	TCP	192.168.2.110	67.220.214.50	1166	80	0	2780.769202
A	3034	TCP	192.168.2.110	67.220.214.50	1168	80	0	2780.881286
X	3033	TCP	192.168.2.110	67.220.214.50	1167	80	0	2780.984306
A	3035	TCP	192.168.2.110	67.220.214.50	1169	80	0	2781.465262
X	3034	TCP	192.168.2.110	67.220.214.50	1168	80	0	2781.567927
A	3036	TCP	192.168.2.110	67.220.214.50	1170	80	0	2781.677552
X	3035	TCP	192.168.2.110	67.220.214.50	1169	80	0	2781.779546
A	3037	TCP	192.168.2.110	67.220.214.50	1171	80	0	2781.893943
X	3036	TCP	192.168.2.110	67.220.214.50	1170	80	0	2781.996414
A	3038	TCP	192.168.2.110	67.220.214.50	1172	80	0	2782.108652
X	3037	TCP	192.168.2.110	67.220.214.50	1171	80	0	2782.209288
A	3039	TCP	192.168.2.110	67.220.214.50	1173	80	0	2782.688261
X	3038	TCP	192.168.2.110	67.220.214.50	1172	80	0	2782.78993
A	3040	TCP	192.168.2.110	67.220.214.50	1174	80	0	2782.900236
X	3039	TCP	192.168.2.110	67.220.214.50	1173	80	0	2783.001771
A	3041	TCP	192.168.2.110	67.220.214.50	1175	80	0	2783.114856
X	3040	TCP	192.168.2.110	67.220.214.50	1174	80	0	2783.217635
A	3042	TCP	192.168.2.110	67.220.214.50	1176	80	0	2783.327927
X	3041	TCP	192.168.2.110	67.220.214.50	1175	80	0	2783.43076
A	3043	TCP	192.168.2.110	67.220.214.50	1177	80	0	2783.911175
X	3042	TCP	192.168.2.110	67.220.214.50	1176	80	0	2784.011118
A	3044	TCP	192.168.2.110	67.220.214.50	1178	80	0	2784.121697
X	3043	TCP	192.168.2.110	67.220.214.50	1177	80	0	2784.225014
A	3045	TCP	192.168.2.110	67.220.214.50	1179	80	0	2784.338085
X	3044	TCP	192.168.2.110	67.220.214.50	1178	80	0	2784.439878
A	3046	TCP	192.168.2.110	67.220.214.50	1180	80	0	2784.55177
X	3045	TCP	192.168.2.110	67.220.214.50	1179	80	0	2784.653741
A	3047	TCP	192.168.2.110	67.220.214.50	1181	80	0	2785.130688
X	3046	TCP	192.168.2.110	67.220.214.50	1180	80	0	2785.232376
A	3048	TCP	192.168.2.110	67.220.214.50	1182	80	0	2785.342982
X	3047	TCP	192.168.2.110	67.220.214.50	1181	80	0	2785.44525
A	3049	TCP	192.168.2.110	67.220.214.50	1183	80	0	2785.558069
X	3048	TCP	192.168.2.110	67.220.214.50	1182	80	0	2785.66009
A	3050	TCP	192.168.2.110	67.220.214.50	1184	80	0	2785.772523
X	3049	TCP	192.168.2.110	67.220.214.50	1183	80	0	2785.874955
A	3051	TCP	192.168.2.110	67.220.214.50	1185	80	0	2786.356387
X	3050	TCP	192.168.2.110	67.220.214.50	1184	80	0	2786.457602
A	3052	TCP	192.168.2.110	67.220.214.50	1186	80	0	2786.568398
X	3051	TCP	192.168.2.110	67.220.214.50	1185	80	0	2786.670467
A	3053	TCP	192.168.2.110	67.220.214.50	1187	80	0	2786.782379
X	3052	TCP	192.168.2.110	67.220.214.50	1186	80	0	2786.884087
A	3054	TCP	192.168.2.110	67.220.214.50	1188	80	0	2786.994871
X	3053	TCP	192.168.2.110	67.220.214.50	1187	80	0	2787.096939
A	3055	TCP	192.168.2.110	67.220.214.50	1189	80	0	2787.576116
X	3054	TCP	192.168.2.110	67.220.214.50	1188	80	0	2787.677815
A	3056	TCP	192.168.2.110	67.220.214.50	1190	80	0	2787.790065
X	3055	TCP	192.168.2.110	67.220.214.50	1189	80	0	2787.890682
A	3057	TCP	192.168.2.110	67.220.214.50	1191	80	0	2788.003502
X	3056	TCP	192.168.2.110	67.220.214.50	1190	80	0	2788.105563
A	3058	TCP	192.168.2.110	67.220.214.50	1192	80	0	2788.216934
X	3057	TCP	192.168.2.110	67.220.214.50	1191	80	0	2788.319162
A	3059	TCP	192.168.2.110	67.220.214.50	1193	80	0	2789.2209
X	3058	TCP	192.168.2.110	67.220.214.50	1192	80	0	2789.322539
A	3060	TCP	192.168.4.121	65.54.81.62	51353	80	0	2789.365833
X	3012	TCP	192.168.4.121	65.54.81.62	51352	80	0	2789.397741
A	3061	TCP	192.168.2.110	67.220.214.50	1194	80	0	2789.43331
X	3059	TCP	192.168.2.110	67.220.214.50	1193	80	0	2789.535392
A	3062	TCP	192.168.2.110	67.220.214.50	1195	80	0	2789.65458
X	3061	TCP	192.168.2.110	67.220.214.50	1194	80	0	2789.756253
A	3063	TCP	192.168.2.110	67.220.214.50	1196	80	0	2789.867575
X	3062	TCP	192.168.2.110	67.220.214.50	1195	80	0	2789.970116
A	3064	TCP	192.168.4.120	207.210.64.84	2629	80	0	2790.038961
X	3005	TCP	192.168.4.120	207.210.64.84	2628	80	0	2790.087359
A	3065	TCP	192.168.2.111	192.168.5.122	3343	80	0	2790.172707
A	3066	TCP	192.168.2.111	209,200,154,111	3344	80	0	2790.221453
X	3066	TCP	192.168.2.111	209,200,154,111	3344	80	0	2790.346389
A	3067	TCP	192.168.2.111	209,200,154,111	3345	80	0	2790.348052
A	3068	TCP	192.168.2.111	163.43.128.52	3346	80	0	2790.443981
A	3069	TCP	192.168.2.111	163.43.128.52	3347	80	0	2790.444191
A	3070	TCP	192.168.2.110	67.220.214.50	1197	80	0	2790.463534
X	3067	TCP	192.168.2.111	209,200,154,111	3345	80	0	2790.471314
A	3071	TCP	192.168.2.111	219.94.203.161	3348	80	0	2790.490056
X	3063	TCP	192.168.2.110	67.220.214.50	1196	80	0	2790.57606
A	3072	TCP	192.168.2.110	67.220.214.50	1198	80	0	2790.686619
X	3070	TCP	192.168.2.110	67.220.214.50	1197	80	0	2790.787622
A	3073	TCP	192.168.2.110	67.220.214.50	1199	80	0	2790.900615
A	3074	TCP	192.168.2.111	163.43.128.52	3349	80	0	2790.92526
A	3075	TCP	192.168.2.111	163.43.128.52	3350	80	0	2790.932448
X	3072	TCP	192.168.2.110	67.220.214.50	1198	80	0	2791.024788
X	3068	TCP	192.168.2.111	163.43.128.52	3346	80	0	2791.162541
A	3076	TCP	192.168.2.110	67.220.214.50	1200	80	0	2791.163983
X	3069	TCP	192.168.2.111	163.43.128.52	3347	80	0	2791.166874
X	3073	TCP	192.168.2.110	67.220.214.50	1199	80	0	2791.270546
X	3074	TCP	192.168.2.111	163.43.128.52	3349	80	0	2791.652369
X	3075	TCP	192.168.2.111	163.43.128.52	3350	80	0	2791.665611
A	3077	TCP	192.168.2.110	67.220.214.50	1201	80	0	2791.751972
X	3076	TCP	192.168.2.110	67.220.214.50	1200	80	0	2791.853929
A	3078	TCP	192.168.2.110	67.220.214.50	1202	80	0	2791.964745
X	3077	TCP	192.168.2.110	67.220.214.50	1201	80	0	2792.066792
A	3079	TCP	192.168.2.110	67.220.214.50	1203	80	0	2792.180854
X	3078	TCP	192.168.2.110	67.220.214.50	1202	80	0	2792.282921
A	3080	TCP	192.168.2.110	67.220.214.50	1204	80	0	2792.395896
X	3079	TCP	192.168.2.110	67.220.214.50	1203	80	0	2792.496538
A	3081	TCP	192.168.2.110	67.220.214.50	1205	80	0	2792.988998
X	3080	TCP	192.168.2.110	67.220.214.50	1204	80	0	2793.091401
A	3082	TCP	192.168.4.120	192.168.5.122	2630	110	0	2793.166074
A	3083	TCP	192.168.2.110	67.220.214.50	1206	80	0	2793.202938
X	3082	TCP	192.168.4.120	192.168.5.122	2630	110	0	2793.20877
X	3081	TCP	192.168.2.110	67.220.214.50	1205	80	0	2793.305029
A	3084	TCP	192.168.2.110	67.220.214.50	1207	80	0	2793.418339
X	3083	TCP	192.168.2.110	67.220.214.50	1206	80	0	2793.520875
A	3085	TCP	192.168.2.110	67.220.214.50	1208	80	0	2793.631243
X	3084	TCP	192.168.2.110	67.220.214.50	1207	80	0	2793.73374
A	3086	TCP	192.168.2.110	67.220.214.50	1209	80	0	2794.215625
X	3085	TCP	192.168.2.110	67.220.214.50	1208	80	0	2794.316637
A	3087	TCP	192.168.1.105	192.168.5.122	16830	110	0	2794.426277
A	3088	TCP	192.168.2.110	67.220.214.50	1210	80	0	2794.427205
X	3087	TCP	192.168.1.105	192.168.5.122	16830	110	0	2794.441383
X	3086	TCP	192.168.2.110	67.220.214.50	1209	80	0	2794.53048
A	3089	TCP	192.168.2.110	67.220.214.50	1211	80	0	2794.644179
X	3088	TCP	192.168.2.110	67.220.214.50	1210	80	0	2794.747126
A	3090	TCP	192.168.2.110	67.220.214.50	1212	80	0	2794.85745
X	3089	TCP	192.168.2.110	67.220.214.50	1211	80	0	2794.959729
A	3091	TCP	192.168.2.110	67.220.214.50	1213	80	0	2795.43895
X	3090	TCP	192.168.2.110	67.220.214.50	1212	80	0	2795.541362
A	3092	TCP	192.168.2.110	67.220.214.50	1214	80	0	2795.651211
X	3091	TCP	192.168.2.110	67.220.214.50	1213	80	0	2795.753469
A	3093	TCP	192.168.4.120	207.210.64.84	2631	80	0	2799.788507
X	3064	TCP	192.168.4.120	207.210.64.84	2629	80	0	2799.827153
A	3094	TCP	192.168.4.120	68,142,205,137	2632	80	0	2800.054347
A	3095	TCP	192.168.4.120	98.137.80.32	2633	80	0	2800.462558
X	2893	TCP	192.168.4.120	98.137.80.32	2609	80	0	2800.498229
X	3094	TCP	192.168.4.120	68,142,205,137	2632	80	0	2800.549446
A	3096	TCP	192.168.4.120	174,133,126,130	2634	80	0	2801.554639
X	2902	TCP	192.168.4.120	174,133,126,130	2614	80	0	2801.626263
A	3097	TCP	192.168.4.120	84.20.129.123	2635	80	0	2802.352406
A	3098	TCP	192.168.4.120	67.18.99.115	2636	80	0	2802.415215
A	3099	TCP	192.168.4.121	65.54.81.171	51354	80	0	2804.366181
X	3060	TCP	192.168.4.121	65.54.81.62	51353	80	0	2804.44558
X	3092	TCP	192.168.2.110	67.220.214.50	1214	80	0	2804.649797
X	2949	TCP	192.168.4.120	192.168.5.122	2626	80	0	2807.523057
A	3100	TCP	192.168.4.120	192.168.5.122	2637	80	0	2807.553803
A	3101	TCP	192.168.4.120	207.210.64.84	2638	80	0	2807.768857
X	3093	TCP	192.168.4.120	207.210.64.84	2631	80	0	2807.781358
A	3102	TCP	192.168.4.120	207.210.64.84	2639	80	0	2807.80387
A	3103	TCP	192.168.2.110	66.208.80.53	1215	80	0	2811.169091
A	3104	TCP	192.168.2.110	66.208.80.53	1216	443	0	2811.416447
X	3103	TCP	192.168.2.110	66.208.80.53	1215	80	0	2814.382708
X	2512	TCP	192.168.2.113	209.237.150.20	4601	80	0	2816.400087
A	3105	TCP	192.168.2.110	67.220.214.50	1214	80	0	2816.571807
A	3106	TCP	192.168.4.121	65.54.81.210	51355	80	0	2819.364981
X	3099	TCP	192.168.4.121	65.54.81.171	51354	80	0	2819.443033
X	3104	TCP	192.168.2.110	66.208.80.53	1216	443	0	2822.554532
A	3107	TCP	192.168.1.104	216.109.86.150	16000	80	0	2823.832896
A	3108	TCP	192.168.1.104	216.109.86.150	16001	80	0	2823.832916
